time_bin,num_files_affected,num_varying_extensions,cpu_usage,memory_usage,time_diff,entropy,key_presses,mouse_activity,file_size,io_read_count,io_write_count,registry_edits,shadow_copy_count,restore_point_count,firewall_disabled,defender_disabled,task_manager_disabled,sequential_operations,operation_sequence_length,label
14.0,1,1,0.12,0.74,3.93,0.0,0.0,200.0,0.0,32.0,380.0,7.0,1.0,1.0,False,True,True,0.0,7.0,normal
15.0,1,1,0.0,0.74,2.79,0.0,0.0,130.0,0.0,0.0,20.0,7.0,1.0,1.0,False,True,True,0.0,8.0,normal
16.0,83,3,0.37,0.75,0.07,4.81,0.31,0.71,7.18,1313.93,555.18,581.0,1.0,1.0,False,True,True,216.0,19.0,normal
17.0,23,3,0.37,0.75,0.12,0.0,0.48,2.52,0.0,164.0,12420.0,161.0,1.0,1.0,False,True,True,69.0,19.0,normal
19.0,1,1,0.16,0.75,5.02,0.0,0.0,102.0,0.0,0.0,508.0,7.0,1.0,1.0,False,True,True,3.0,15.0,normal
20.0,1,1,0.22,0.74,3.37,0.0,0.0,134.0,0.0,16.0,144.0,7.0,1.0,1.0,False,True,True,3.0,16.0,normal
21.0,2,2,0.02,0.74,1.52,0.0,0.0,59.5,0.0,0.0,156.0,14.0,1.0,1.0,False,True,True,6.0,18.0,normal
22.0,1,1,0.93,0.74,1.78,0.0,0.0,81.0,0.0,0.0,0.0,7.0,1.0,1.0,False,True,True,3.0,19.0,normal
23.0,6,2,0.04,0.74,0.73,6.04,1.83,15.83,3.62,0.0,244.0,42.0,1.0,1.0,False,True,True,18.0,5.0,normal
24.0,1,1,0.07,0.74,1.23,7.95,0.0,59.0,5.46,4.0,80.0,7.0,1.0,1.0,False,True,True,0.0,6.0,normal
25.0,1,1,0.11,0.75,4.49,7.91,17.0,18.0,5.46,0.0,508.0,7.0,1.0,1.0,False,True,True,0.0,7.0,normal
27.0,1,1,0.04,0.74,5.38,4.19,0.0,302.0,0.07,32.0,256.0,7.0,1.0,1.0,False,True,True,0.0,8.0,normal
28.0,1,1,0.0,0.74,2.2,6.47,6.0,27.0,6.02,12.0,308.0,7.0,1.0,1.0,False,True,True,0.0,9.0,normal
32.0,2,1,0.22,0.74,6.67,3.98,0.0,215.5,7.91,16.0,190.0,14.0,1.0,1.0,False,True,True,0.0,11.0,normal
33.0,1,1,0.04,0.75,2.29,7.96,1.0,21.0,15.82,48.0,3320.0,7.0,1.0,1.0,False,True,True,0.0,12.0,normal
34.0,4,2,0.04,0.75,1.0,7.21,1.5,10.75,7.59,0.0,3400.0,28.0,1.0,1.0,False,True,True,0.0,16.0,normal
35.0,25,4,0.0,0.75,0.11,3.93,0.32,0.0,6.75,0.0,0.0,175.0,1.0,1.0,False,True,True,76.0,19.0,normal
36.0,8,2,0.39,0.76,0.32,6.69,1.0,2.88,6.1,16.0,25960.0,56.0,1.0,1.0,False,True,True,56.0,9.0,normal
37.0,4,2,0.0,0.75,0.84,0.0,1.0,23.0,0.0,16.0,7200.0,28.0,1.0,1.0,False,True,True,28.0,13.0,normal
38.0,3,2,0.0,0.76,1.04,0.0,1.0,31.0,0.0,48.0,11252.0,21.0,1.0,1.0,False,True,True,21.0,16.0,normal
39.0,4,2,0.0,0.75,0.69,0.0,1.0,26.0,0.0,0.0,5120.0,28.0,1.0,1.0,False,True,True,28.0,19.0,normal
40.0,10,4,0.08,0.75,0.35,0.0,1.0,9.1,0.0,0.0,4668.0,70.0,1.0,1.0,False,True,True,70.0,10.0,normal
41.0,5,3,0.18,0.75,0.51,0.0,1.0,16.6,0.0,0.0,4128.0,35.0,1.0,1.0,False,True,True,35.0,15.0,normal
42.0,3,2,0.04,0.75,0.72,0.0,1.0,22.33,0.0,0.0,0.0,21.0,1.0,1.0,False,True,True,21.0,18.0,normal
43.0,1,1,0.0,0.75,3.3,0.0,0.0,214.0,0.0,0.0,3072.0,7.0,1.0,1.0,False,True,True,7.0,19.0,normal
44.0,1,1,0.0,0.75,2.09,0.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,False,True,True,7.0,0.0,normal
45.0,2,1,0.11,0.75,2.8,0.0,2.5,78.5,0.0,72.0,1752.0,14.0,1.0,1.0,False,True,True,14.0,2.0,normal
46.0,4,1,0.08,0.75,0.8,3.63,1.5,13.25,10.06,0.0,1600.0,28.0,1.0,1.0,False,True,True,28.0,6.0,normal
49.0,39,7,0.01,0.74,0.23,4.65,0.18,8.41,6.03,7.38,4437.54,273.0,1.0,1.0,False,True,True,179.0,19.0,normal
51.0,4,2,0.08,0.75,1.47,1.1,1.0,37.25,0.02,0.0,825.0,28.0,1.0,1.0,False,True,True,0.0,9.0,normal
52.0,1,1,0.04,0.76,2.7,4.39,11.0,0.0,0.21,0.0,3680.0,7.0,1.0,1.0,False,True,True,0.0,10.0,normal
53.0,2,1,0.02,0.76,1.45,4.39,6.0,8.0,0.39,24.0,1694.0,14.0,1.0,1.0,False,True,True,0.0,12.0,normal
54.0,1,1,0.08,0.76,1.32,4.39,6.0,0.0,0.56,0.0,3292.0,7.0,1.0,1.0,False,True,True,0.0,13.0,normal
56.0,1,1,0.0,0.76,5.78,4.39,30.0,0.0,1.37,0.0,2100.0,7.0,1.0,1.0,False,True,True,0.0,14.0,normal
57.0,1,1,0.22,0.76,3.71,6.47,1.0,130.0,6.02,0.0,2048.0,7.0,1.0,1.0,False,True,True,0.0,15.0,normal
58.0,2,1,0.11,0.76,1.4,0.0,2.5,7.5,0.0,88.0,1568.0,14.0,1.0,1.0,False,True,True,1.0,17.0,normal
60.0,1,1,0.12,0.76,5.57,0.0,5.0,234.0,0.0,16.0,144.0,7.0,1.0,1.0,False,True,True,0.0,18.0,normal
61.0,1,1,0.0,0.75,4.37,4.39,0.0,313.0,0.07,0.0,176.0,7.0,1.0,1.0,False,True,True,0.0,19.0,normal
62.0,1,1,0.21,0.75,3.27,4.39,16.0,21.0,0.33,72.0,700.0,7.0,1.0,1.0,False,True,True,0.0,0.0,normal
64.0,1,1,0.0,0.75,4.42,4.19,0.0,170.0,0.07,16.0,336.0,7.0,1.0,1.0,False,True,True,0.0,1.0,normal
65.0,2,1,0.0,0.75,1.99,4.39,5.0,12.5,0.11,0.0,172.0,14.0,1.0,1.0,False,True,True,0.0,3.0,normal
68.0,1,1,0.21,0.76,9.47,4.39,12.0,290.0,0.33,0.0,0.0,7.0,1.0,1.0,False,True,True,0.0,4.0,normal
71.0,2,2,0.12,0.75,3.86,0.0,1.0,198.5,0.0,16.0,164.0,14.0,1.0,1.0,False,True,True,0.0,6.0,normal
72.0,3,3,0.11,0.75,1.07,0.0,1.0,35.67,0.0,0.0,4.0,21.0,1.0,1.0,False,True,True,0.0,9.0,normal
73.0,4,1,0.31,0.75,1.23,3.63,3.5,24.0,10.06,0.0,104.0,28.0,1.0,1.0,False,True,True,0.0,13.0,normal
76.0,2,1,0.21,0.75,3.64,5.09,9.5,21.0,2.7,16.0,88.0,14.0,1.0,1.0,False,True,True,0.0,15.0,normal
79.0,2,1,0.33,0.75,4.22,7.95,10.5,1.0,5.46,0.0,0.0,14.0,1.0,1.0,False,True,True,0.0,17.0,normal
81.0,4,2,0.07,0.75,1.62,5.98,1.0,56.25,3.96,40.38,290.0,28.0,1.0,1.0,False,True,True,1.0,19.0,normal
82.0,36,3,0.0,0.75,0.11,3.64,0.39,0.53,1.47,16.0,620.0,252.0,1.0,1.0,False,True,True,10.0,19.0,normal
83.0,163,5,0.38,0.75,0.02,3.86,0.13,0.0,3.75,62.04,899.53,1141.0,1.0,1.0,False,True,True,949.0,19.0,normal
84.0,12,4,0.37,0.76,0.3,0.0,0.0,7.75,0.0,16.0,19252.0,84.0,1.0,1.0,False,True,True,180.0,12.0,normal
85.0,8,1,0.37,0.76,0.0,0.0,0.0,0.0,0.0,16.0,19252.0,56.0,1.0,1.0,False,True,True,120.0,19.0,normal
86.0,7,1,0.14,0.76,0.47,0.0,1.0,12.71,0.0,0.0,8540.0,49.0,1.0,1.0,False,True,True,0.0,7.0,normal
87.0,5,1,0.04,0.76,0.97,0.0,0.8,26.0,0.0,0.0,5120.0,35.0,1.0,1.0,False,True,True,0.0,12.0,normal
88.0,1,1,0.07,0.76,1.56,0.0,0.0,61.0,0.0,0.0,4.0,7.0,1.0,1.0,False,True,True,0.0,13.0,normal
89.0,1,0,0.07,0.76,2.35,0.0,0.0,149.0,0.0,0.0,4096.0,7.0,1.0,1.0,False,True,True,0.0,14.0,normal
90.0,5,1,0.0,0.75,0.62,0.0,1.0,15.0,0.0,0.0,3076.0,35.0,1.0,1.0,False,True,True,0.0,19.0,normal
91.0,1,1,0.0,0.76,3.02,0.0,5.0,71.0,0.0,0.0,3200.0,7.0,1.0,1.0,False,True,True,0.0,0.0,normal
92.0,6,1,0.12,0.75,0.58,0.0,1.83,11.67,0.0,0.0,3072.0,42.0,1.0,1.0,False,True,True,0.0,6.0,normal
93.0,1,1,0.04,0.76,4.57,1.58,16.0,46.0,0.01,0.0,2048.0,7.0,1.0,1.0,False,True,True,0.0,7.0,normal
95.0,1,1,0.04,0.76,4.15,1.58,26.0,0.0,0.23,16.0,2084.0,7.0,1.0,1.0,False,True,True,0.0,8.0,normal
96.0,1,1,0.12,0.76,4.63,1.58,28.0,0.0,2.12,16.0,2088.0,7.0,1.0,1.0,False,True,True,0.0,9.0,normal
98.0,8,1,0.12,0.75,0.66,3.29,1.0,19.38,0.25,32.0,504.0,56.0,1.0,1.0,False,True,True,0.0,17.0,normal
99.0,4,1,0.04,0.75,0.53,0.0,0.0,21.0,0.0,0.0,24.0,28.0,1.0,1.0,False,True,True,0.0,19.0,normal
100.0,5,1,0.22,0.75,0.63,0.0,1.0,14.8,0.0,0.0,172.0,35.0,1.0,1.0,False,True,True,0.0,6.0,normal
101.0,7,1,0.0,0.75,0.66,3.77,2.0,10.43,0.29,0.0,120.0,49.0,1.0,1.0,False,True,True,0.0,13.0,normal
103.0,14,2,0.0,0.75,0.36,3.33,1.29,1.5,4.43,0.0,152.0,98.0,1.0,1.0,False,True,True,0.0,19.0,normal
104.0,5,1,0.2,0.75,0.64,0.0,2.0,7.0,0.0,0.0,300.0,35.0,1.0,1.0,False,True,True,0.0,12.0,normal
105.0,5,1,0.0,0.75,0.51,0.0,1.0,15.4,0.0,0.0,384.0,35.0,1.0,1.0,False,True,True,0.0,17.0,normal
106.0,5,2,0.07,0.75,0.68,0.0,1.0,17.6,0.0,0.0,292.0,35.0,1.0,1.0,False,True,True,0.0,19.0,normal
107.0,8,3,0.56,0.75,0.35,0.0,1.0,9.75,0.0,0.0,164.0,56.0,1.0,1.0,False,True,True,0.0,10.0,normal
108.0,7,2,0.38,0.75,0.41,0.0,1.0,10.43,0.0,0.0,184.0,49.0,1.0,1.0,False,True,True,0.0,17.0,normal
109.0,3,1,0.0,0.75,0.84,0.0,1.0,21.0,0.0,0.0,0.0,21.0,1.0,1.0,False,True,True,0.0,19.0,normal
110.0,1,1,0.11,0.76,4.12,0.0,5.0,162.0,0.0,0.0,1068.0,7.0,1.0,1.0,False,True,True,0.0,1.0,normal
111.0,1,0,0.0,0.76,2.94,0.0,0.0,161.0,0.0,0.0,216.0,7.0,1.0,1.0,False,True,True,0.0,2.0,normal
112.0,3,0,0.18,0.75,0.67,0.0,2.67,0.0,0.0,16.0,156.0,21.0,1.0,1.0,False,True,True,1.0,5.0,normal
113.0,2,1,0.15,0.75,2.05,0.0,0.5,75.5,0.0,0.0,180.0,14.0,1.0,1.0,False,True,True,1.0,7.0,normal
114.0,2,1,0.04,0.75,0.9,0.0,5.0,0.0,0.0,0.0,264.0,14.0,1.0,1.0,False,True,True,0.0,9.0,normal
115.0,1,1,0.09,0.76,4.63,2.84,19.0,0.0,0.01,0.0,636.0,7.0,1.0,1.0,False,True,True,0.0,10.0,normal
116.0,1,1,0.26,0.76,2.37,2.84,19.0,0.0,0.23,16.0,236.0,7.0,1.0,1.0,False,True,True,0.0,11.0,normal
118.0,3,1,0.0,0.75,2.24,1.51,0.0,113.67,0.09,0.0,0.0,21.0,1.0,1.0,False,True,True,0.0,14.0,normal
119.0,1,1,0.15,0.75,0.73,4.52,1.0,0.0,0.28,0.0,112.0,7.0,1.0,1.0,False,True,True,1.0,15.0,normal
121.0,3,0,0.12,0.75,2.91,0.0,0.33,116.67,0.77,10.67,108.0,21.0,1.0,1.0,False,True,True,1.0,18.0,normal
123.0,2,1,0.11,0.75,1.88,0.0,0.5,82.5,0.0,0.0,172.0,14.0,1.0,1.0,False,True,True,0.0,19.0,normal
124.0,1,1,0.32,0.76,3.01,1.52,9.0,19.0,0.0,88.0,528.0,7.0,1.0,1.0,False,True,True,0.0,1.0,normal
125.0,2,1,0.0,0.75,2.51,0.0,0.0,132.5,1.16,0.0,140.0,14.0,1.0,1.0,False,True,True,0.0,3.0,normal
127.0,152,3,0.7,0.76,0.04,4.46,0.11,1.34,7.82,27.79,184.21,1064.0,1.0,1.0,False,True,True,2275.0,19.0,normal
128.0,21,1,0.8,0.76,0.01,4.03,0.0,0.0,8.56,5634.0,132209.33,147.0,1.0,1.0,False,True,True,966.0,19.0,normal
129.0,24,2,0.24,0.76,0.24,0.0,0.92,5.42,0.0,2328.79,5129.33,168.0,1.0,1.0,False,True,True,0.0,19.0,normal
131.0,4,1,0.0,0.76,1.05,0.0,2.25,23.5,0.0,0.0,6092.0,28.0,1.0,1.0,False,True,True,0.0,4.0,normal
132.0,2,1,0.02,0.76,2.46,0.0,4.5,103.5,0.0,0.0,4098.0,14.0,1.0,1.0,False,True,True,0.0,6.0,normal
133.0,6,1,0.14,0.75,0.25,0.0,1.33,0.0,0.0,0.0,448.0,42.0,1.0,1.0,False,True,True,0.0,12.0,normal
135.0,3,1,0.11,0.75,2.12,0.0,4.67,61.33,0.0,0.0,4420.0,21.0,1.0,1.0,False,True,True,0.0,15.0,normal
136.0,19,1,0.3,0.75,0.22,0.0,0.74,2.11,0.0,0.0,3027.79,133.0,1.0,1.0,False,True,True,0.0,19.0,normal
137.0,23,3,0.07,0.75,0.11,1.52,0.43,1.35,2.22,0.0,1424.7,161.0,1.0,1.0,False,True,True,0.0,19.0,normal
138.0,4,3,0.0,0.75,0.46,0.0,0.0,10.25,0.0,0.0,2048.0,28.0,1.0,1.0,False,True,True,0.0,19.0,normal
142.0,1,1,0.11,0.77,13.32,1.58,22.0,437.0,0.01,0.0,156.0,7.0,1.0,1.0,False,True,True,0.0,2.0,normal
144.0,1,1,0.0,0.77,5.57,1.58,14.0,116.0,0.03,64.0,576.0,7.0,1.0,1.0,False,True,True,0.0,3.0,normal
146.0,3,1,0.13,0.76,1.68,0.0,1.0,54.0,0.0,0.0,124.0,21.0,1.0,1.0,False,True,True,0.0,6.0,normal
149.0,52,1,0.0,0.76,0.16,7.78,0.12,5.56,5.51,0.0,116.0,364.0,1.0,1.0,False,True,True,0.0,19.0,normal
150.0,53,1,0.0,0.76,0.07,7.79,0.15,1.19,5.52,0.0,804.0,371.0,1.0,1.0,False,True,True,1.0,19.0,normal
152.0,10,1,0.17,0.75,0.58,0.0,2.0,7.9,0.0,16.0,316.0,70.0,1.0,1.0,False,True,True,10.0,19.0,normal
153.0,6,1,0.0,0.74,0.66,0.0,1.83,12.5,0.0,16.0,228.0,42.0,1.0,1.0,False,True,True,6.0,7.0,normal
154.0,7,1,0.0,0.74,0.41,0.0,1.0,9.0,0.0,16.0,132.0,49.0,1.0,1.0,False,True,True,7.0,14.0,normal
155.0,100,4,0.28,0.74,0.03,3.95,0.16,0.32,4.0,16.0,232.0,700.0,1.0,1.0,False,True,True,54.0,19.0,normal
156.0,16,3,0.14,0.75,0.12,3.62,0.0,3.81,3.12,224.0,6572.0,112.0,1.0,1.0,False,True,True,0.0,19.0,normal
157.0,4,1,0.07,0.75,1.04,0.0,1.0,26.25,0.0,0.0,736.0,28.0,1.0,1.0,False,True,True,0.0,14.0,normal
158.0,8,2,0.0,0.74,0.34,0.0,1.0,8.5,0.0,0.0,52.0,56.0,1.0,1.0,False,True,True,0.0,19.0,normal
159.0,8,2,0.11,0.74,0.39,0.0,1.0,10.88,0.0,0.0,180.0,56.0,1.0,1.0,False,True,True,0.0,10.0,normal
161.0,6,1,0.0,0.74,0.88,7.91,2.5,17.33,3.93,64.0,456.0,42.0,1.0,1.0,False,True,True,0.0,16.0,normal
162.0,2,1,0.17,0.74,2.05,7.9,5.0,1.0,3.33,0.0,256.0,14.0,1.0,1.0,False,True,True,0.0,18.0,normal
163.0,2,1,0.16,0.74,1.6,7.93,4.0,1.0,5.13,0.0,0.0,14.0,1.0,1.0,False,True,True,0.0,19.0,normal
165.0,2,1,0.0,0.74,2.33,7.93,7.5,1.0,5.13,0.0,0.0,14.0,1.0,1.0,False,True,True,0.0,2.0,normal
166.0,2,1,0.04,0.74,1.71,7.94,6.0,1.0,6.43,120.0,388.0,14.0,1.0,1.0,False,True,True,0.0,4.0,normal
167.0,2,1,0.04,0.74,1.25,0.0,1.0,24.5,0.0,0.0,88.0,14.0,1.0,1.0,False,True,True,0.0,6.0,normal
168.0,3,1,0.07,0.74,0.99,0.0,1.0,35.0,0.0,16.0,216.0,21.0,1.0,1.0,False,True,True,0.0,9.0,normal
169.0,8,1,0.12,0.74,0.54,7.93,1.62,11.12,5.66,0.0,204.0,56.0,1.0,1.0,False,True,True,0.0,17.0,normal
170.0,4,1,0.04,0.74,0.42,0.0,0.0,8.0,0.0,80.0,456.0,28.0,1.0,1.0,False,True,True,0.0,19.0,normal
171.0,9,2,0.15,0.74,0.44,0.0,1.44,8.67,0.0,0.0,176.0,63.0,1.0,1.0,False,True,True,0.0,10.0,normal
172.0,6,3,0.07,0.74,0.48,0.0,1.0,15.17,0.0,0.0,240.0,42.0,1.0,1.0,False,True,True,0.0,16.0,normal
173.0,5,1,0.12,0.74,0.69,0.0,1.0,18.4,0.0,16.0,328.0,35.0,1.0,1.0,False,True,True,0.0,19.0,normal
180.0,5,2,0.08,0.74,4.23,0.0,5.0,103.6,0.0,0.0,72.0,50.0,1.0,1.0,True,False,True,0.0,6.0,normal
181.0,4,1,0.06,0.74,0.65,3.82,1.5,7.25,2.7,0.0,82.0,40.0,1.0,1.0,True,False,True,0.0,10.0,normal
182.0,2,1,0.08,0.74,1.48,5.09,4.5,26.0,2.7,0.0,180.0,20.0,1.0,1.0,True,False,True,0.0,12.0,normal
183.0,12,1,0.13,0.74,0.29,2.12,1.0,3.33,1.8,12.0,154.33,120.0,1.0,1.0,True,False,True,13.0,19.0,normal
184.0,4,2,0.0,0.74,0.59,0.0,1.0,14.25,0.0,0.0,64.0,40.0,1.0,1.0,True,False,True,6.0,8.0,normal
185.0,3,1,0.07,0.74,0.76,0.0,1.0,20.0,0.0,56.0,284.0,30.0,1.0,1.0,True,False,True,0.0,11.0,normal
186.0,20,2,0.0,0.74,0.2,0.91,0.7,3.2,4.02,0.0,228.0,200.0,1.0,1.0,True,False,True,17.0,19.0,normal
187.0,7,2,0.0,0.74,0.32,0.0,0.71,6.86,0.0,16.0,3656.0,70.0,1.0,1.0,True,False,True,14.0,18.0,normal
189.0,9,3,0.0,0.75,0.73,5.3,1.0,16.67,8.76,40.0,1254.67,90.0,1.0,1.0,True,False,True,3.0,19.0,normal
192.0,6,3,0.12,0.75,1.33,2.91,1.83,0.0,4.25,0.0,0.0,60.0,1.0,1.0,True,False,True,6.0,13.0,normal
193.0,3,3,0.16,0.75,0.88,0.0,0.0,35.33,0.0,16.0,1384.0,30.0,1.0,1.0,True,False,True,3.0,16.0,normal
194.0,4,3,0.0,0.74,0.69,0.0,1.0,15.25,0.0,0.0,0.0,40.0,1.0,1.0,True,False,True,3.0,19.0,normal
195.0,6,2,0.23,0.74,0.82,2.42,1.33,15.67,6.71,0.0,0.0,60.0,1.0,1.0,True,False,True,0.0,6.0,normal
196.0,3,2,0.15,0.75,0.54,0.0,0.0,22.67,0.0,0.0,2280.0,30.0,1.0,1.0,True,False,True,0.0,9.0,normal
197.0,18,2,0.18,0.75,0.2,2.22,0.61,3.83,6.71,0.0,1581.33,180.0,1.0,1.0,True,False,True,0.0,19.0,normal
198.0,7,2,0.0,0.75,0.3,0.0,0.71,5.0,0.0,0.0,4536.0,70.0,1.0,1.0,True,False,True,0.0,14.0,normal
199.0,4,3,0.04,0.75,0.61,0.0,1.0,15.75,0.0,0.0,288.0,40.0,1.0,1.0,True,False,True,0.0,18.0,normal
200.0,12,2,0.28,0.74,0.36,1.51,0.92,6.92,5.03,0.0,132.0,120.0,1.0,1.0,True,False,True,0.0,19.0,normal
201.0,4,2,0.08,0.74,0.71,0.0,1.5,13.5,0.0,0.0,4.0,40.0,1.0,1.0,True,False,True,0.0,14.0,normal
357.0,9,2,0.08,0.77,0.01,1.62,1.0,23.56,5.59,16.0,376.0,63.0,1.0,1.0,True,False,True,7.0,9.0,normal
707.0,1,1,0.44,0.75,0.0,0.0,20.0,504.0,0.0,444.0,236.0,7.0,1.0,0.0,False,False,False,0.0,1.0,normal
708.0,3,2,0.54,0.78,1.03,2.66,0.0,0.0,5.27,0.0,0.0,33.0,0.0,0.0,True,True,True,0.0,4.0,normal
0.0,3,1,0.54,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,True,True,True,0.0,7.0,anomaly
1.0,88,8,0.01,0.79,0.06,3.74,0.0,0.0,2.74,751.77,3316.45,968.0,0.0,0.0,True,True,True,131.0,19.0,anomaly
2.0,89,1,0.51,0.81,0.03,7.98,0.0,0.0,13.23,166.39,7418.43,979.0,0.0,0.0,True,True,True,4362.0,19.0,anomaly
3.0,6,2,0.48,0.82,0.24,1.33,0.0,0.0,2.65,188.0,7584.0,66.0,0.0,0.0,True,True,True,0.0,10.0,anomaly
4.0,2,1,0.04,0.81,2.42,3.0,0.0,0.0,2.17,0.0,1596.0,22.0,0.0,0.0,True,True,True,0.0,12.0,anomaly
6.0,8,1,0.08,0.81,0.82,3.75,0.0,0.0,2.85,0.0,4.0,88.0,0.0,0.0,True,True,True,3.0,19.0,anomaly
7.0,5,2,0.79,0.8,0.23,1.6,0.0,0.0,1.05,1336.0,4.0,55.0,0.0,0.0,True,True,True,10.0,5.0,anomaly
10.0,6,2,0.0,0.8,1.43,3.99,0.0,16.0,1.99,0.0,3312.0,66.0,0.0,0.0,True,True,True,13.0,11.0,anomaly
11.0,3,2,0.12,0.79,0.91,5.32,0.0,13.0,2.89,0.0,3072.0,33.0,0.0,0.0,True,True,True,9.0,14.0,anomaly
14.0,2,1,0.04,0.79,4.49,3.0,0.0,0.0,2.6,0.0,2048.0,22.0,0.0,0.0,True,True,True,6.0,16.0,anomaly
18.0,2,1,0.0,0.76,6.13,3.0,0.0,0.0,2.3,0.0,0.0,22.0,0.0,0.0,True,True,True,6.0,18.0,anomaly
687.0,3,1,0.11,0.72,0.0,0.0,1.0,46.67,0.0,0.0,216.0,21.0,0.0,0.0,True,True,True,0.0,3.0,anomaly
689.0,1,1,0.07,0.72,4.78,7.98,13.0,86.0,4.13,0.0,4.0,7.0,0.0,0.0,True,True,True,0.0,4.0,anomaly
0.0,9,2,0.07,0.72,0.0,7.59,0.0,0.0,6.36,0.0,4.0,63.0,0.0,0.0,True,True,True,0.0,13.0,normal
1.0,2,2,0.04,0.72,2.56,3.99,0.0,127.5,7.91,0.0,0.0,14.0,0.0,0.0,True,True,True,0.0,15.0,normal
2.0,5,2,0.12,0.72,0.6,7.63,0.0,18.8,8.48,73.1,760.8,35.0,0.0,0.0,True,True,True,0.0,19.0,normal
