time_bin,num_files_affected,num_varying_extensions,cpu_usage,memory_usage,time_diff,entropy,key_presses,mouse_activity,file_size,io_read_count,io_write_count,registry_edits,shadow_copy_count,restore_point_count,firewall_disabled,defender_disabled,task_manager_disabled,sequential_operations,operation_sequence_length,label
7.0,4,1,0.1,0.72,3.37,7.14,1.5,108.5,2.7,411.5,0.0,28.0,0.0,0.0,True,True,True,0.0,4.0,normal
8.0,2,1,0.04,0.71,1.32,0.0,0.0,43.0,0.0,0.0,2148.0,14.0,0.0,0.0,True,True,True,0.0,6.0,normal
9.0,1,1,0.48,0.72,4.99,0.0,0.0,339.0,0.0,48.0,1204.0,7.0,0.0,0.0,True,True,True,0.0,7.0,normal
10.0,1,1,0.29,0.72,1.75,0.0,9.0,0.0,0.0,8.0,128.0,7.0,0.0,0.0,True,True,True,0.0,8.0,normal
11.0,6,1,0.07,0.72,0.69,0.0,1.0,14.17,0.0,0.0,312.0,42.0,0.0,0.0,True,True,True,0.0,14.0,normal
12.0,13,3,0.11,0.72,0.15,0.0,0.15,4.54,0.0,0.0,32.0,91.0,0.0,0.0,True,True,True,0.0,19.0,normal
16.0,52,7,0.04,0.72,0.25,3.86,0.12,8.17,4.89,0.0,364.0,364.0,0.0,0.0,True,True,True,413.0,19.0,normal
18.0,16,7,0.04,0.73,0.23,6.27,0.12,4.06,6.64,48.0,436.0,112.0,0.0,0.0,True,True,True,0.0,15.0,normal
19.0,12,1,0.08,0.73,0.38,4.21,1.17,5.17,8.59,0.0,3072.0,84.0,0.0,0.0,True,True,True,0.0,19.0,normal
21.0,12,1,0.0,0.73,0.41,4.59,1.5,4.08,8.59,0.0,3368.0,84.0,0.0,0.0,True,True,True,0.0,19.0,normal
23.0,9,2,0.5,0.73,0.86,4.83,0.11,36.78,7.49,77.33,2017.78,63.0,0.0,0.0,True,True,True,0.0,8.0,normal
26.0,8,2,0.0,0.73,0.88,6.12,1.25,24.5,3.54,0.0,2048.0,56.0,0.0,0.0,True,True,True,0.0,16.0,normal
27.0,4,2,0.03,0.72,0.93,6.12,0.75,46.0,3.54,0.0,320.0,28.0,0.0,0.0,True,True,True,0.0,19.0,normal
28.0,1,1,0.0,0.72,4.51,7.93,0.0,170.0,4.84,48.0,256.0,7.0,0.0,0.0,True,True,True,0.0,1.0,normal
32.0,2,1,0.0,0.73,5.71,4.19,5.5,198.5,0.07,48.0,188.0,14.0,0.0,0.0,True,True,True,0.0,3.0,normal
34.0,2,1,0.0,0.73,2.01,4.39,6.5,1.0,0.07,0.0,140.0,14.0,0.0,0.0,True,True,True,0.0,5.0,normal
35.0,2,1,0.22,0.73,2.01,7.95,6.5,1.0,9.16,0.0,164.0,14.0,0.0,0.0,True,True,True,0.0,7.0,normal
36.0,28,7,0.04,0.73,0.13,5.5,0.36,2.68,5.36,0.0,0.0,196.0,0.0,0.0,True,True,True,0.0,19.0,normal
37.0,6,3,0.33,0.73,0.28,0.0,0.0,6.17,0.0,0.0,2916.0,42.0,0.0,0.0,True,True,True,0.0,19.0,normal
38.0,1,0,0.46,0.73,4.58,0.0,0.0,242.0,0.0,108.0,136.0,7.0,0.0,0.0,True,True,True,0.0,2.0,normal
39.0,3,0,0.0,0.74,0.42,0.0,2.67,0.0,0.0,0.0,516.0,21.0,0.0,0.0,True,True,True,1.0,5.0,normal
40.0,14,0,0.53,0.73,0.24,0.0,1.0,2.36,0.0,11.43,182.86,98.0,0.0,0.0,True,True,True,29.0,19.0,normal
41.0,104,1,0.07,0.73,0.03,1.32,0.21,0.0,2.48,0.0,484.0,728.0,0.0,0.0,True,True,True,813.0,19.0,normal
42.0,54,2,0.03,0.73,0.08,3.87,0.24,1.72,6.98,0.0,420.0,378.0,0.0,0.0,True,True,True,918.0,19.0,normal
43.0,8,1,0.12,0.73,0.38,0.0,1.12,6.0,0.0,4.0,2808.0,56.0,0.0,0.0,True,True,True,136.0,19.0,normal
48.0,5,1,0.12,0.71,2.84,0.0,1.0,131.6,0.0,0.0,136.0,35.0,0.0,0.0,True,True,True,85.0,10.0,normal
49.0,6,2,0.0,0.71,0.49,0.0,1.0,10.0,0.0,0.0,296.0,42.0,0.0,0.0,True,True,True,102.0,16.0,normal
50.0,8,1,0.12,0.71,0.4,0.0,1.0,7.25,0.0,76.0,249.0,56.0,0.0,0.0,True,True,True,136.0,19.0,normal
52.0,7,0,0.28,0.71,0.76,0.0,1.86,12.0,0.0,0.0,236.0,49.0,0.0,0.0,True,True,True,119.0,11.0,normal
53.0,8,1,0.11,0.72,0.47,0.0,1.0,10.38,0.0,48.0,316.0,56.0,0.0,0.0,True,True,True,136.0,19.0,normal
55.0,30,0,0.0,0.72,0.16,0.0,0.83,2.6,0.0,0.0,220.0,210.0,0.0,0.0,True,True,True,510.0,19.0,normal
56.0,9,0,0.12,0.71,0.44,0.0,1.0,17.33,0.0,0.0,184.0,63.0,0.0,0.0,True,True,True,153.0,18.0,normal
57.0,3,0,0.22,0.71,1.34,0.0,1.0,33.33,0.0,0.0,0.0,21.0,0.0,0.0,True,True,True,51.0,19.0,normal
62.0,6,0,0.0,0.72,2.4,0.0,1.17,11.83,0.0,0.0,64.0,42.0,0.0,0.0,True,True,True,102.0,7.0,normal
64.0,4,1,0.22,0.71,1.59,0.0,1.5,69.25,0.0,0.0,86.0,28.0,0.0,0.0,True,True,True,17.0,11.0,normal
66.0,1,1,0.07,0.72,4.59,2.84,17.0,13.0,0.01,76.0,584.0,7.0,0.0,0.0,True,True,True,0.0,12.0,normal
68.0,1,1,0.5,0.72,5.92,2.84,30.0,83.0,0.21,76.0,196.0,7.0,0.0,0.0,True,True,True,0.0,13.0,normal
70.0,1,0,0.12,0.71,6.94,0.0,4.0,282.0,0.0,120.0,152.0,7.0,0.0,0.0,True,True,True,0.0,14.0,normal
71.0,3,0,0.0,0.71,0.58,0.0,2.67,0.0,0.0,0.0,0.0,21.0,0.0,0.0,True,True,True,1.0,17.0,normal
72.0,2,1,0.13,0.71,2.43,0.0,4.5,76.5,0.0,0.0,200.0,14.0,0.0,0.0,True,True,True,0.0,19.0,normal
75.0,1,1,0.16,0.72,8.6,0.0,17.0,282.0,0.0,0.0,100.0,7.0,0.0,0.0,True,True,True,0.0,0.0,normal
76.0,1,1,0.0,0.72,1.98,0.0,9.0,0.0,0.0,0.0,172.0,7.0,0.0,0.0,True,True,True,0.0,1.0,normal
78.0,1,1,0.09,0.72,6.44,2.84,30.0,63.0,2.54,20.0,0.0,7.0,0.0,0.0,True,True,True,0.0,2.0,normal
80.0,1,1,0.11,0.72,6.38,2.84,50.0,163.0,5.22,0.0,60.0,7.0,0.0,0.0,True,True,True,0.0,3.0,normal
82.0,3,0,0.04,0.72,2.19,0.0,2.67,61.67,0.0,0.0,84.0,21.0,0.0,0.0,True,True,True,0.0,6.0,normal
83.0,10,1,0.04,0.71,0.16,0.57,0.4,4.7,0.51,264.0,360.0,70.0,0.0,0.0,True,True,True,2.0,16.0,normal
84.0,44,1,0.07,0.71,0.11,0.45,0.27,1.98,0.56,0.0,209.64,308.0,0.0,0.0,True,True,True,341.0,19.0,normal
85.0,195,1,0.55,0.72,0.01,0.47,0.15,0.0,0.94,2.69,1222.94,1365.0,0.0,0.0,True,True,True,9735.0,19.0,normal
86.0,12,1,0.77,0.72,0.01,0.47,0.17,0.0,1.2,10.5,1810.5,84.0,0.0,0.0,True,True,True,1050.0,19.0,normal
88.0,3,2,0.0,0.71,2.41,4.19,1.0,104.67,4.66,0.0,72.0,21.0,0.0,0.0,True,True,True,90.0,10.0,normal
89.0,1,1,0.18,0.72,2.03,7.96,1.0,44.0,5.38,128.0,400.0,7.0,0.0,0.0,True,True,True,0.0,11.0,normal
90.0,95,1,0.04,0.72,0.05,0.66,0.17,0.59,0.15,0.0,496.0,665.0,0.0,0.0,True,True,True,0.0,19.0,normal
92.0,1,1,0.19,0.72,4.71,2.84,9.0,74.0,3.42,104.0,796.0,7.0,0.0,0.0,True,True,True,0.0,7.0,normal
95.0,1,1,0.1,0.75,9.43,0.0,10.0,278.0,0.0,36.0,864.0,7.0,0.0,0.0,True,True,True,0.0,8.0,normal
103.0,138,1,0.05,0.74,0.18,0.91,0.1,4.3,0.1,785.1,1097.33,1518.0,1.0,1.0,False,False,False,0.0,19.0,normal
104.0,1,1,0.21,0.75,3.59,0.0,0.0,238.0,0.0,151533.5,1252.0,11.0,1.0,1.0,False,False,False,0.0,7.0,normal
105.0,2,1,0.16,0.73,1.19,1.42,4.5,0.0,2.61,142.0,31466.0,22.0,1.0,1.0,False,False,False,0.0,9.0,normal
106.0,4,1,0.0,0.72,0.43,0.0,1.5,0.0,0.0,108.0,740.0,44.0,1.0,1.0,False,False,False,0.0,13.0,normal
108.0,1,1,0.07,0.72,8.41,2.84,79.0,25.0,0.67,64.0,200.0,11.0,1.0,1.0,False,False,False,0.0,14.0,normal
110.0,1,1,0.82,0.73,5.74,2.84,8.0,177.0,0.67,176.0,488.0,11.0,1.0,1.0,False,False,False,0.0,15.0,normal
112.0,1,1,0.12,0.73,4.3,2.84,6.0,151.0,0.67,72.0,516.0,11.0,1.0,1.0,False,False,False,0.0,16.0,normal
114.0,136,1,0.51,0.73,0.06,1.46,0.23,1.43,0.99,60.24,490.0,1496.0,1.0,1.0,False,False,False,130.0,19.0,normal
115.0,332,3,0.64,0.73,0.01,1.72,0.03,0.06,1.24,109.43,2269.98,3652.0,1.0,1.0,False,False,False,962.0,19.0,normal
116.0,314,3,0.78,0.73,0.01,1.41,0.0,0.2,1.05,298.59,5147.33,3454.0,1.0,1.0,False,False,False,6483.0,19.0,normal
119.0,42,1,0.0,0.74,0.19,0.0,1.24,3.0,0.0,128.0,476.0,462.0,1.0,1.0,False,False,False,630.0,19.0,normal
120.0,5,1,0.24,0.73,0.75,0.0,1.0,19.2,0.0,216.0,760.0,55.0,1.0,1.0,False,False,False,75.0,5.0,normal
121.0,6,1,0.0,0.73,0.61,2.84,1.67,15.33,5.22,1968.0,5488.0,66.0,1.0,1.0,False,False,False,90.0,11.0,normal
123.0,3,1,0.0,0.73,2.25,1.9,3.0,60.67,3.48,0.0,0.0,33.0,1.0,1.0,False,False,False,45.0,14.0,normal
124.0,4,0,0.04,0.73,0.62,0.0,1.25,8.5,0.0,96.0,400.0,44.0,1.0,1.0,False,False,False,60.0,18.0,normal
126.0,6,0,0.08,0.73,0.76,0.0,1.83,19.33,0.0,32.0,428.0,66.0,1.0,1.0,False,False,False,90.0,19.0,normal
127.0,8,0,0.14,0.73,0.4,0.0,1.0,12.38,0.0,96.0,552.0,88.0,1.0,1.0,False,False,False,120.0,12.0,normal
128.0,8,0,0.14,0.73,0.57,0.0,1.62,11.12,0.0,128.0,588.0,88.0,1.0,1.0,False,False,False,120.0,19.0,normal
130.0,37,0,0.26,0.73,0.11,0.0,1.0,2.57,0.0,103.78,301.73,407.0,1.0,1.0,False,False,False,555.0,19.0,normal
132.0,12,0,0.04,0.73,0.44,0.0,1.0,21.08,0.0,0.0,212.0,132.0,1.0,1.0,False,False,False,180.0,19.0,normal
134.0,2,0,0.0,0.73,2.93,0.0,3.5,76.5,0.0,0.0,544.0,22.0,1.0,1.0,False,False,False,30.0,11.0,normal
136.0,1,0,0.2,0.74,8.26,0.0,0.0,414.0,0.0,316.0,448.0,11.0,1.0,1.0,False,False,False,15.0,12.0,normal
137.0,1,0,0.0,0.74,3.58,0.0,0.0,160.0,0.0,80.0,304.0,11.0,1.0,1.0,False,False,False,15.0,13.0,normal
139.0,1,1,0.08,0.73,4.31,2.84,0.0,271.0,5.22,16.0,268.0,11.0,1.0,1.0,False,False,False,0.0,14.0,normal
140.0,1,1,0.15,0.74,2.09,2.85,6.0,17.0,5.22,240.0,792.0,11.0,1.0,1.0,False,False,False,0.0,15.0,normal
141.0,2,1,0.04,0.74,2.44,0.0,1.0,88.0,0.0,28.0,140.0,22.0,1.0,1.0,False,False,False,0.0,17.0,normal
143.0,15,2,0.15,0.73,0.32,0.0,1.0,9.27,0.0,144.0,908.0,165.0,1.0,1.0,False,False,False,0.0,19.0,normal
144.0,11,3,0.22,0.73,0.3,0.0,1.0,6.64,0.0,154.0,418.0,121.0,1.0,1.0,False,False,False,0.0,19.0,normal
146.0,65,2,0.12,0.72,0.08,1.1,0.65,1.45,0.49,64.0,4064.0,715.0,1.0,1.0,False,False,False,0.0,19.0,normal
147.0,8,0,0.18,0.72,0.54,0.0,1.25,5.75,0.0,0.0,1724.0,88.0,1.0,1.0,False,False,False,0.0,16.0,normal
152.0,7,1,0.0,0.72,2.23,2.95,0.57,101.43,0.09,48.0,184.0,77.0,1.0,1.0,False,False,False,10.0,19.0,normal
153.0,9,1,0.15,0.72,0.38,1.15,0.0,18.78,0.03,177.78,540.44,99.0,1.0,1.0,False,False,False,3.0,12.0,normal
154.0,7,0,0.1,0.72,0.41,0.0,1.0,11.86,0.0,0.0,292.0,77.0,1.0,1.0,False,False,False,0.0,19.0,normal
156.0,68,0,0.04,0.72,0.08,0.0,1.0,1.37,0.0,16.0,200.0,748.0,1.0,1.0,False,False,False,0.0,19.0,normal
158.0,22,0,0.09,0.72,0.31,0.0,2.55,7.45,0.0,19.5,1092.0,242.0,1.0,1.0,False,False,False,0.0,19.0,normal
160.0,11,0,0.11,0.72,0.37,0.0,1.91,5.82,0.0,0.0,0.0,121.0,1.0,1.0,False,False,False,0.0,19.0,normal
161.0,22,0,0.08,0.72,0.23,0.0,1.14,3.86,0.0,0.0,0.0,242.0,1.0,1.0,False,False,False,0.0,19.0,normal
163.0,11,0,0.11,0.72,0.55,0.0,1.27,13.18,0.0,0.0,0.0,121.0,1.0,1.0,False,False,False,0.0,13.0,normal
165.0,13,0,0.27,0.72,0.25,0.0,1.69,3.46,0.0,32.0,640.0,143.0,1.0,1.0,False,False,False,0.0,19.0,normal
166.0,13,0,0.14,0.72,0.31,0.0,1.69,6.69,0.0,0.0,384.0,143.0,1.0,1.0,False,False,False,0.0,19.0,normal
167.0,12,0,0.0,0.72,0.37,0.0,1.5,15.0,0.0,28.0,208.0,132.0,1.0,1.0,False,False,False,0.0,11.0,normal
169.0,12,0,0.04,0.72,0.32,0.0,1.67,6.17,0.0,0.0,256.0,132.0,1.0,1.0,False,False,False,0.0,19.0,normal
170.0,13,3,0.04,0.72,0.28,0.0,1.54,4.77,0.0,112.0,404.0,143.0,1.0,1.0,False,False,False,0.0,16.0,normal
171.0,6,3,0.18,0.72,0.48,0.0,1.0,10.17,0.0,0.0,444.0,66.0,1.0,1.0,False,False,False,0.0,19.0,normal
172.0,2,2,0.17,0.72,1.07,0.0,1.0,30.5,0.0,112.0,296.0,22.0,1.0,1.0,False,False,False,0.0,4.0,normal
173.0,2,1,0.0,0.72,2.83,0.0,2.0,121.0,0.0,25.5,216.0,22.0,1.0,1.0,False,False,False,0.0,6.0,normal
175.0,1,1,0.14,0.72,4.64,0.0,0.0,193.0,0.0,16.0,108.0,11.0,1.0,1.0,False,False,False,0.0,7.0,normal
176.0,1,1,0.19,0.72,2.06,0.0,9.0,0.0,0.0,64.0,440.0,11.0,1.0,1.0,False,False,False,0.0,8.0,normal
178.0,1,1,0.0,0.72,5.77,3.42,20.0,52.0,0.01,0.0,212.0,11.0,1.0,1.0,False,False,False,0.0,9.0,normal
179.0,1,1,0.0,0.72,4.51,4.18,19.0,0.0,0.04,0.0,0.0,11.0,1.0,1.0,False,False,False,0.0,10.0,normal
180.0,2,1,0.09,0.72,1.8,4.04,11.5,0.0,0.06,0.0,152.0,22.0,1.0,1.0,False,False,False,0.0,12.0,normal
182.0,2,1,0.08,0.72,1.94,3.99,2.0,62.5,0.06,0.0,140.0,22.0,1.0,1.0,False,False,False,0.0,14.0,normal
184.0,2,1,0.13,0.72,4.23,3.99,13.0,29.5,0.06,48.0,116.0,22.0,1.0,1.0,False,False,False,0.0,16.0,normal
185.0,6,1,0.4,0.72,0.31,3.99,1.33,0.0,0.06,16.0,142.67,66.0,1.0,1.0,False,False,False,0.0,19.0,normal
190.0,2,1,0.29,0.72,7.97,3.99,12.5,75.5,0.06,0.0,60.0,22.0,1.0,1.0,False,False,False,0.0,4.0,normal
192.0,1,1,0.19,0.72,5.5,3.99,0.0,92.0,0.06,64.0,156.0,11.0,1.0,1.0,False,False,False,0.0,5.0,normal
193.0,1,1,0.0,0.72,2.59,3.97,12.0,21.0,0.07,72.0,432.0,11.0,1.0,1.0,False,False,False,0.0,6.0,normal
194.0,1,1,0.04,0.72,2.62,3.99,0.0,125.0,0.06,0.0,204.0,11.0,1.0,1.0,False,False,False,0.0,7.0,normal
195.0,1,1,0.32,0.72,4.0,3.99,25.0,20.0,0.86,0.0,720.0,11.0,1.0,1.0,False,False,False,0.0,8.0,normal
196.0,1,1,0.04,0.72,3.38,3.99,29.0,0.0,4.23,0.0,188.0,11.0,1.0,1.0,False,False,False,0.0,9.0,normal
197.0,1,1,0.04,0.72,3.2,3.99,22.0,0.0,8.07,0.0,0.0,11.0,1.0,1.0,False,False,False,0.0,10.0,normal
200.0,18,4,0.05,0.72,0.47,2.22,0.44,12.17,0.92,26.67,258.67,198.0,1.0,1.0,False,False,False,0.0,19.0,normal
202.0,5,3,0.45,0.72,1.22,3.58,1.0,36.4,0.37,60.8,267.2,55.0,1.0,1.0,False,False,False,0.0,13.0,normal
203.0,1,0,0.0,0.72,3.33,0.0,0.0,166.0,0.0,0.0,132.0,11.0,1.0,1.0,False,False,False,0.0,14.0,normal
204.0,3,0,0.0,0.72,0.56,0.0,3.0,0.0,0.0,32.0,296.0,33.0,1.0,1.0,False,False,False,1.0,17.0,normal
206.0,4,0,0.07,0.72,1.8,0.0,3.5,46.5,0.0,80.0,291.0,44.0,1.0,1.0,False,False,False,1.0,19.0,normal
208.0,4,0,0.08,0.72,1.55,0.0,4.0,33.75,0.0,16.0,236.0,44.0,1.0,1.0,False,False,False,1.0,5.0,normal
210.0,6,0,0.18,0.72,0.87,0.0,1.33,15.17,0.0,36.0,324.0,66.0,1.0,1.0,False,False,False,3.0,11.0,normal
212.0,6,0,0.12,0.72,0.86,0.0,0.0,34.5,0.0,16.0,212.0,66.0,1.0,1.0,False,False,False,4.0,17.0,normal
213.0,7,0,0.04,0.73,0.31,0.0,0.0,8.71,0.0,80.0,1072.0,77.0,1.0,1.0,False,False,False,0.0,19.0,normal
214.0,12,3,0.0,0.72,0.36,1.49,0.25,12.92,0.74,0.0,0.0,132.0,1.0,1.0,False,False,False,8.0,16.0,normal
215.0,69,3,0.41,0.72,0.04,0.78,0.12,0.72,0.49,38.26,348.87,759.0,1.0,1.0,False,False,False,769.0,19.0,normal
216.0,3,0,0.0,0.72,0.95,0.0,1.0,44.67,0.0,20.0,1056.0,33.0,1.0,1.0,False,False,False,69.0,8.0,normal
217.0,197,5,0.21,0.72,0.02,1.63,0.08,0.25,0.99,11.37,341.28,2167.0,1.0,1.0,False,False,False,1883.0,19.0,normal
218.0,35,3,0.04,0.72,0.04,0.0,0.0,1.49,0.0,32.0,1776.0,385.0,1.0,1.0,False,False,False,78.0,19.0,normal
220.0,2,1,0.04,0.72,4.37,0.0,4.0,163.0,0.0,34.0,204.0,22.0,1.0,1.0,False,False,False,0.0,2.0,normal
222.0,2,1,0.13,0.73,2.87,0.0,5.0,88.5,0.0,16.0,174.0,22.0,1.0,1.0,False,False,False,0.0,4.0,normal
223.0,6,1,0.36,0.72,0.31,0.0,1.33,0.0,0.0,0.0,128.0,66.0,1.0,1.0,False,False,False,0.0,10.0,normal
224.0,4,1,0.08,0.72,1.1,0.0,2.5,20.0,0.0,0.0,60.0,44.0,1.0,1.0,False,False,False,0.0,14.0,normal
225.0,4,1,0.13,0.72,0.48,0.0,0.0,8.75,0.0,16.0,288.0,44.0,1.0,1.0,False,False,False,0.0,18.0,normal
226.0,1,1,0.04,0.72,2.83,1.56,10.0,45.0,0.01,64.0,0.0,11.0,1.0,1.0,False,False,False,0.0,19.0,normal
228.0,8,1,0.29,0.72,0.93,1.56,1.62,16.62,0.01,12.0,197.0,88.0,1.0,1.0,False,False,False,0.0,7.0,normal
229.0,24,1,0.41,0.72,0.08,1.56,0.5,0.0,0.01,29.33,220.0,264.0,1.0,1.0,False,False,False,0.0,19.0,normal
230.0,4,1,0.07,0.72,0.36,0.0,0.0,12.5,0.0,120.0,296.0,44.0,1.0,1.0,False,False,False,0.0,15.0,normal
231.0,16,1,0.04,0.71,0.34,1.56,1.06,5.62,0.01,96.0,284.0,176.0,1.0,1.0,False,False,False,0.0,19.0,normal
232.0,8,1,0.26,0.71,0.25,0.0,0.0,7.62,0.0,48.0,220.0,88.0,1.0,1.0,False,False,False,0.0,19.0,normal
233.0,3,1,0.0,0.71,0.8,0.0,1.0,20.33,0.0,0.0,720.0,33.0,1.0,1.0,False,False,False,0.0,2.0,normal
236.0,8,1,0.04,0.71,1.17,1.56,1.0,31.88,0.01,0.0,0.0,88.0,1.0,1.0,False,False,False,0.0,10.0,normal
237.0,3,1,0.0,0.71,0.7,0.0,0.67,18.0,0.0,80.0,480.0,33.0,1.0,1.0,False,False,False,0.0,13.0,normal
477.0,1,0,0.07,0.7,0.0,0.0,8.0,732.0,2.32,80.0,248.0,7.0,1.0,1.0,False,False,False,0.0,1.0,normal
478.0,3,1,0.04,0.69,0.83,4.28,0.0,0.0,10.97,0.0,140.0,33.0,0.0,0.0,True,True,True,0.0,4.0,normal
0.0,28,3,0.0,0.69,0.14,4.61,0.0,0.0,2.88,0.0,18.0,308.0,0.0,0.0,True,True,True,0.0,19.0,anomaly
1.0,38,8,0.35,0.7,0.05,4.04,0.0,0.0,4.2,162.0,1591.68,418.0,0.0,0.0,True,True,True,22.0,19.0,anomaly
2.0,3,2,0.0,0.7,0.6,5.32,0.0,0.0,3.06,0.0,2048.0,33.0,0.0,0.0,True,True,True,9.0,13.0,anomaly
3.0,2,1,0.07,0.7,2.07,3.0,0.0,0.0,2.3,0.0,2048.0,22.0,0.0,0.0,True,True,True,6.0,15.0,anomaly
4.0,4,1,0.08,0.7,0.81,4.5,0.0,0.0,2.34,184.0,2050.0,44.0,0.0,0.0,True,True,True,12.0,19.0,anomaly
5.0,9,2,0.04,0.7,0.1,5.32,0.0,0.0,3.1,576.0,2048.0,99.0,0.0,0.0,True,True,True,27.0,8.0,anomaly
6.0,2,1,0.0,0.7,2.67,3.0,0.0,0.0,2.49,48.0,888.0,22.0,0.0,0.0,True,True,True,6.0,10.0,anomaly
7.0,4,1,0.0,0.7,0.73,3.0,0.0,0.0,2.32,166.0,918.0,44.0,0.0,0.0,True,True,True,12.0,14.0,anomaly
8.0,9,2,0.11,0.7,0.14,5.32,0.0,0.0,3.17,304.0,364.0,99.0,0.0,0.0,True,True,True,27.0,19.0,anomaly
9.0,6,1,0.07,0.7,0.88,3.0,0.0,0.0,2.11,96.0,106.67,66.0,0.0,0.0,True,True,True,18.0,9.0,anomaly
10.0,9,2,0.14,0.7,0.07,5.32,0.0,0.0,2.81,112.0,339.5,99.0,0.0,0.0,True,True,True,27.0,18.0,anomaly
